INSTNM,CITY,STABBR,REGION,LOCALE,RELAFFIL,ADM_RATE,UGDS,ACTCM25,ACTCM75,SATVR25,SATVR75,SATMT25,SATMT75,MENONLY,WOMENONLY,HBCU,ANNHI,TRIBAL,AANAPII,HSI,NANTI,CCSIZSET,NPT4_PUB,NPT4_PRIV,C150_4,C150_L4,,
Capri Beauty College,Oak Forest,IL,3,21,NULL,NULL,49,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,-2,NULL,8657,NULL,1,,
Carl Sandburg College,Galesburg,IL,3,41,NULL,NULL,1154,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,2,3834,NULL,NULL,0.3647,,
Catholic Theological Union at Chicago,Chicago,IL,3,11,30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,18,NULL,NULL,NULL,NULL,,
Midwestern University-Downers Grove,Downers Grove,IL,3,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,18,NULL,NULL,NULL,NULL,,
The Chicago School of Professional Psychology at Chicago,Chicago,IL,3,11,NULL,NULL,18,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,1,0,18,NULL,NULL,NULL,NULL,,
Chicago State University,Chicago,IL,3,11,NULL,0.4642,1683,15,19,420,510,330,453,0,0,0,0,0,0,0,0,9,12681,NULL,0.1621,NULL,,
Chicago Theological Seminary,Chicago,IL,3,11,76,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,18,NULL,NULL,NULL,NULL,,
University of Chicago,Chicago,IL,3,11,NULL,0.0731,7010,34,35,730,770,770,800,0,0,0,0,0,0,0,0,17,NULL,28517,0.9598,NULL,,
City Colleges of Chicago-Kennedy-King College,Chicago,IL,3,11,NULL,NULL,1087,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,3,4781,NULL,NULL,0.2795,,
City Colleges of Chicago-Malcolm X College,Chicago,IL,3,11,NULL,NULL,5419,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,1,0,3,3274,NULL,NULL,0.2349,,
City Colleges of Chicago-Olive-Harvey College,Chicago,IL,3,11,NULL,NULL,996,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,1,0,2,3802,NULL,NULL,0.2386,,
City Colleges of Chicago-Harry S Truman College,Chicago,IL,3,11,NULL,NULL,2278,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,1,1,0,3,3672,NULL,NULL,0.2822,,
City Colleges of Chicago-Richard J Daley College,Chicago,IL,3,11,NULL,NULL,2266,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,1,0,3,2897,NULL,NULL,0.3217,,
City Colleges of Chicago-Harold Washington College,Chicago,IL,3,11,NULL,NULL,5022,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,1,0,4,2726,NULL,NULL,0.2146,,
City Colleges of Chicago-Wilbur Wright College,Chicago,IL,3,11,NULL,NULL,4897,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,1,0,4,2482,NULL,NULL,0.2518,,
Columbia College Chicago,Chicago,IL,3,11,NULL,0.8953,6524,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,13,NULL,26258,0.5008,NULL,,
Concordia University-Chicago,River Forest,IL,3,21,68,0.7854,1452,19,25,490,590,500,590,0,0,0,0,0,0,1,0,11,NULL,17051,0.5067,NULL,,
Coyne College,Chicago,IL,3,11,NULL,NULL,531,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,1,NULL,17915,NULL,0.6138,,
Danville Area Community College,Danville,IL,3,13,NULL,NULL,1300,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,2,4537,NULL,NULL,0.4281,,
Tricoci University of Beauty Culture,Urbana,IL,3,23,NULL,NULL,21,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,-2,NULL,NULL,NULL,0.375,,
DePaul University,Chicago,IL,3,11,30,0.7024,14009,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,15,NULL,31174,0.7124,NULL,,
Cosmetology & Spa Academy,Crystal Lake,IL,3,21,NULL,NULL,352,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,-2,NULL,14693,NULL,0.4809,,
College of DuPage,Glen Ellyn,IL,3,21,NULL,NULL,15149,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,1,1,0,5,6382,NULL,NULL,0.217,,
East-West University,Chicago,IL,3,11,NULL,NULL,419,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,6,NULL,17137,0.1756,NULL,,
Eastern Illinois University,Charleston,IL,3,32,NULL,0.5554,4698,18,23,480,580,480,560,0,0,0,0,0,0,0,0,14,13098,NULL,0.508,NULL,,
Elgin Community College,Elgin,IL,3,12,NULL,NULL,6700,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,1,0,4,3828,NULL,NULL,0.4229,,
Elmhurst University,Elmhurst,IL,3,21,76,0.6553,2744,20,26,490,590,490,580,0,0,0,0,0,0,1,0,13,NULL,20100,0.6843,NULL,,
Eureka College,Eureka,IL,3,31,61,0.6136,505,16,23,470,560,470,550,0,0,0,0,0,0,0,0,8,NULL,21548,0.6012,NULL,,
First Institute of Travel Inc.,Crystal Lake,IL,3,21,NULL,NULL,273,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,-2,NULL,20000,NULL,0.74,,
Fox College,Tinley Park,IL,3,21,NULL,0.5,404,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,1,NULL,14435,NULL,0.7826,,
Garrett-Evangelical Theological Seminary,Evanston,IL,3,13,71,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,18,NULL,NULL,NULL,NULL,,
Gem City College,Quincy,IL,3,33,NULL,NULL,27,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,-2,NULL,13186,NULL,0.7857,,
Governors State University,University Park,IL,3,41,NULL,0.4784,3000,17,21,420,530,410,520,0,0,0,0,0,0,0,0,12,10436,NULL,0.2435,NULL,,
Graham Hospital School of Nursing,Canton,IL,3,32,NULL,0.8889,63,NULL,NULL,670,730,680,790,0,0,0,0,0,0,0,0,-2,NULL,12368,NULL,NULL,,
Greenville University,Greenville,IL,3,32,64,0.5921,793,17,23,440,550,440,550,0,0,0,0,0,0,0,0,11,NULL,19891,0.4963,NULL,,
G Skin & Beauty Institute,Schaumburg,IL,3,13,NULL,NULL,438,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,-2,NULL,21557,NULL,0.7465,,
Hair Professionals Career College,Sycamore,IL,3,23,NULL,NULL,48,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,-2,NULL,17862,NULL,0.375,,
Hair Professionals School of Cosmetology,Oswego,IL,3,21,NULL,NULL,128,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,-2,NULL,19633,NULL,0.25,,
Hebrew Theological College,Skokie,IL,3,13,80,0.8333,103,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,8,NULL,19485,0.0686,NULL,,
Highland Community College,Freeport,IL,3,32,NULL,NULL,931,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,2,6670,NULL,NULL,0.3252,,
Rosalind Franklin University of Medicine and Science,North Chicago,IL,3,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,18,NULL,NULL,NULL,NULL,,
University of Illinois Chicago,Chicago,IL,3,11,NULL,0.7263,21702,21,29,510,610,520,640,0,0,0,0,0,1,1,0,15,13214,NULL,0.6347,NULL,,
Benedictine University,Lisle,IL,3,21,30,0.6099,2285,19,26,480,570,500,590,0,0,0,0,0,1,0,0,13,NULL,25698,0.4603,NULL,,
Illinois College of Optometry,Chicago,IL,3,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,18,NULL,NULL,NULL,NULL,,
University of Illinois Urbana-Champaign,Champaign,IL,3,13,NULL,0.633,33001,27,33,590,690,610,770,0,0,0,0,0,0,0,0,17,14321,NULL,0.862,NULL,,
Illinois Wesleyan University,Bloomington,IL,3,13,NULL,0.5693,1628,24,29,550,640,550,660,0,0,0,0,0,0,0,0,11,NULL,34738,0.8198,NULL,,
Illinois Central College,East Peoria,IL,3,21,NULL,NULL,5170,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,4,9087,NULL,NULL,0.3871,,
Illinois College,Jacksonville,IL,3,32,66,0.7524,1150,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,8,NULL,18271,0.6825,NULL,,
Olney Central College,Olney,IL,3,33,NULL,NULL,601,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,2,7254,NULL,NULL,0.5885,,
Illinois Institute of Technology,Chicago,IL,3,11,NULL,0.6066,2974,26,32,570,670,630,720,0,0,0,0,0,0,0,0,14,NULL,23772,0.7179,NULL,,
Illinois State University,Normal,IL,3,22,NULL,0.8131,17955,21,26,510,610,510,610,0,0,0,0,0,0,0,0,16,20830,NULL,0.6808,NULL,,
Illinois Valley Community College,Oglesby,IL,3,41,NULL,NULL,1928,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,2,5414,NULL,NULL,0.406,,
Institute for Clinical Social Work,Chicago,IL,3,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,18,NULL,NULL,NULL,NULL,,
John A Logan College,Carterville,IL,3,23,NULL,NULL,2422,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,3,4763,NULL,NULL,0.2156,,
John Wood Community College,Quincy,IL,3,41,NULL,NULL,1494,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,2,6634,NULL,NULL,0.4383,,
Joliet Junior College,Joliet,IL,3,21,NULL,NULL,9417,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,4,5609,NULL,NULL,0.1823,,
Judson University,Elgin,IL,3,12,54,0.5701,930,17,23,450,560,420,570,0,0,0,0,0,0,1,0,10,NULL,19331,0.6126,NULL,,
Kankakee Community College,Kankakee,IL,3,13,NULL,NULL,1931,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,2,6654,NULL,NULL,0.3333,,
Kaskaskia College,Centralia,IL,3,41,NULL,NULL,1651,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,2,7343,NULL,NULL,0.2908,,
Kishwaukee College,Malta,IL,3,41,NULL,NULL,1811,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,3,7261,NULL,NULL,0.4134,,
Knox College,Galesburg,IL,3,32,NULL,0.7084,1130,22,31,540,660,540,660,0,0,0,0,0,0,0,0,11,NULL,20548,0.7099,NULL,,
Educators of Beauty College of Cosmetology-Peru,PERU,IL,3,32,NULL,NULL,44,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,-2,NULL,11117,NULL,0.5263,,
College of Lake County,Grayslake,IL,3,21,NULL,NULL,8845,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,1,0,4,4989,NULL,NULL,0.3242,,
Lake Forest College,Lake Forest,IL,3,21,NULL,0.5761,1552,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,11,NULL,23991,0.7524,NULL,,
Lake Forest Graduate School of Management,Lake Forest,IL,3,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,18,NULL,NULL,NULL,NULL,,
Lake Land College,Mattoon,IL,3,32,NULL,NULL,2680,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,3,4523,NULL,NULL,0.4656,,
Lakeview College of Nursing,Danville,IL,3,13,NULL,NULL,162,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,6,NULL,NULL,NULL,NULL,,
Lewis and Clark Community College,Godfrey,IL,3,23,NULL,NULL,2565,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,3,6972,NULL,NULL,0.5145,,
Lewis University,Romeoville,IL,3,21,30,0.6606,4099,21,27,500,610,510,610,0,0,0,0,0,0,0,0,13,NULL,19074,0.6985,NULL,,
Lincoln Christian University,Lincoln,IL,3,32,48,NULL,308,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,7,NULL,19638,0.4328,NULL,,
Lincoln College,Lincoln,IL,3,32,NULL,0.6985,899,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,7,NULL,17852,0.2954,NULL,,
Lincoln Land Community College,Springfield,IL,3,12,NULL,NULL,3952,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,3,6027,NULL,NULL,0.3786,,
Lincoln College of Technology-Melrose Park,Melrose Park,IL,3,21,NULL,NULL,944,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,2,NULL,13435,NULL,0.5728,,
Loyola University Chicago,Chicago,IL,3,11,30,0.7054,11531,25,31,570,660,560,670,0,0,0,0,0,0,0,0,16,NULL,36434,0.7605,NULL,,
Lutheran School of Theology at Chicago,Chicago,IL,3,11,39,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,18,NULL,NULL,NULL,NULL,,
Trinity College of Nursing & Health Sciences,Rock Island,IL,3,13,NULL,NULL,178,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,6,NULL,NULL,1,NULL,,
Steven Papageorge Hair Academy,Chicago,IL,3,11,NULL,NULL,55,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,-2,NULL,14921,NULL,0.8889,,
MacCormac College,Chicago,IL,3,11,NULL,NULL,276,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,1,NULL,19233,NULL,0.4688,,
McCormick Theological Seminary,Chicago,IL,3,11,66,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,18,NULL,NULL,NULL,NULL,,
McHenry County College,Crystal Lake,IL,3,41,NULL,NULL,4329,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,3,7706,NULL,NULL,0.3199,,
McKendree University,Lebanon,IL,3,21,71,0.7008,1690,18,28,437,631,434,646,0,0,0,0,0,0,0,0,11,NULL,19956,0.5366,NULL,,
Meadville Theological School of Lombard College,Chicago,IL,3,11,93,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,18,NULL,NULL,NULL,NULL,,
Methodist College,Peoria,IL,3,12,NULL,0.875,557,NULL,NULL,420,570,450,560,0,0,0,0,0,0,0,0,6,NULL,25714,1,NULL,,
Millikin University,Decatur,IL,3,13,NULL,0.7115,1849,20,27,470,590,470,570,0,0,0,0,0,0,0,0,11,NULL,19135,0.5336,NULL,,
Monmouth College,Monmouth,IL,3,32,66,0.6943,847,20,28,530,620,520,640,0,0,0,0,0,0,0,0,11,NULL,17302,0.5831,NULL,,
Moody Bible Institute,Chicago,IL,3,11,42,0.9751,2134,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,11,NULL,19679,0.6247,NULL,,
Moraine Valley Community College,Palos Hills,IL,3,21,NULL,NULL,7886,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,4,1901,NULL,NULL,0.287,,
Morrison Institute of Technology,Morrison,IL,3,32,NULL,NULL,78,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,1,NULL,24260,NULL,0.7619,,
Morton College,Cicero,IL,3,21,NULL,NULL,2862,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,1,0,3,7504,NULL,NULL,0.2071,,
National Louis University,Chicago,IL,3,11,NULL,0.9746,3513,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,1,0,12,NULL,14584,0.2222,NULL,,
National University of Health Sciences,Lombard,IL,3,21,NULL,NULL,32,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,1,0,0,7,NULL,NULL,NULL,NULL,,
Cosmetology Concepts Niles,Niles,IL,3,21,NULL,NULL,50,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,-2,NULL,4849,NULL,0.625,,
North Central College,Naperville,IL,3,12,71,0.5329,2453,21,28,530,610,520,620,0,0,0,0,0,0,0,0,11,NULL,25199,0.6649,NULL,,
North Park University,Chicago,IL,3,11,37,0.4396,1840,19,25,460,560,480,562,0,0,0,0,0,0,1,0,11,NULL,18282,0.5906,NULL,,
Northern Baptist Theological Seminary,Lisle,IL,3,21,52,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,18,NULL,NULL,NULL,NULL,,
Northern Illinois University,Dekalb,IL,3,23,NULL,0.5925,12247,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,16,13956,NULL,0.479,NULL,,
Northwestern University,Evanston,IL,3,13,NULL,0.0931,8401,33,35,700,760,730,790,0,0,0,0,0,0,0,0,16,NULL,23279,0.9495,NULL,,
Northeastern Illinois University,Chicago,IL,3,11,NULL,0.607,5170,15,21,400,500,410,510,0,0,0,0,0,0,1,0,12,14590,NULL,0.2317,NULL,,
Oakton Community College,Des Plaines,IL,3,13,NULL,NULL,7054,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,1,0,0,3,6423,NULL,NULL,0.2796,,
Oehrlein School of Cosmetology,East Peoria,IL,3,21,NULL,NULL,44,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,-2,NULL,9429,NULL,0.6842,,
Olivet Nazarene University,Bourbonnais,IL,3,23,59,0.6657,2757,19,26,490,600,480,590,0,0,0,0,0,0,0,0,14,NULL,19470,0.6508,NULL,,
Parkland College,Champaign,IL,3,13,NULL,NULL,3729,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,3,8539,NULL,NULL,0.3146,,
Prairie State College,Chicago Heights,IL,3,21,NULL,NULL,2300,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,3,8981,NULL,NULL,0.1661,,
Principia College,Elsah,IL,3,41,NULL,0.9324,334,22,29,528,603,490,603,0,0,0,0,0,0,0,0,8,NULL,NULL,0.7521,NULL,,
Professional's Choice Hair Design Academy,Joliet,IL,3,21,NULL,NULL,35,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,-2,NULL,14444,NULL,0.8654,,
Quincy University,Quincy,IL,3,33,30,0.6713,954,19,25,480,600,495,600,0,0,0,0,0,0,0,0,8,NULL,16466,0.5023,NULL,,
Rend Lake College,Ina,IL,3,42,NULL,NULL,1184,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,2,6295,NULL,NULL,0.5644,,
Richland Community College,Decatur,IL,3,13,NULL,NULL,1557,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,2,5671,NULL,NULL,0.428,,
Rock Valley College,Rockford,IL,3,12,NULL,NULL,4788,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,3,9428,NULL,NULL,0.3634,,
Rockford University,Rockford,IL,3,12,NULL,0.5082,1000,16,23,450,570,450,530,0,0,0,0,0,0,0,0,10,NULL,24103,0.4626,NULL,,
Roosevelt University,Chicago,IL,3,11,NULL,0.7652,2978,18,26,450,580,450,550,0,0,0,0,0,0,1,0,13,NULL,21678,0.4156,NULL,,
Dominican University,River Forest,IL,3,21,30,0.7646,2155,19,24,480,580,480,580,0,0,0,0,0,0,1,0,10,NULL,18645,0.63,NULL,,
Rush University,Chicago,IL,3,11,NULL,NULL,104,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,9,NULL,NULL,NULL,NULL,,
Saint Francis Medical Center College of Nursing,Peoria,IL,3,12,30,NULL,283,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,6,NULL,NULL,NULL,NULL,,
University of St Francis,Joliet,IL,3,21,30,0.6009,1581,21,26,480,590,490,590,0,0,0,0,0,0,0,0,10,NULL,17102,0.5972,NULL,,
St. John's College-Department of Nursing,Springfield,IL,3,12,30,NULL,107,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,6,NULL,NULL,NULL,NULL,,
Saint Xavier University,Chicago,IL,3,11,30,0.79,3066,18,24,470,560,480,560,0,0,0,0,0,0,1,0,12,NULL,13024,0.5565,NULL,,
University of Illinois Springfield,Springfield,IL,3,12,NULL,0.7733,2580,19,27,490,600,490,590,0,0,0,0,0,0,0,0,13,12034,NULL,0.5515,NULL,,
Sauk Valley Community College,Dixon,IL,3,41,NULL,NULL,1087,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,2,8996,NULL,NULL,0.4576,,
Shawnee Community College,Ullin,IL,3,43,NULL,NULL,717,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,2,4416,NULL,NULL,0.4859,,
St. Augustine College,Chicago,IL,3,11,NULL,NULL,862,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,1,0,9,NULL,16035,0.4557,NULL,,
University of Saint Mary of the Lake,Mundelein,IL,3,21,30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,18,NULL,NULL,NULL,NULL,,
Southeastern Illinois College,Harrisburg,IL,3,42,NULL,NULL,687,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,2,3707,NULL,NULL,0.3951,,
National Latino Education Institute,Chicago,IL,3,11,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,-2,NULL,18558,NULL,0.85,,
Spertus College,Chicago,IL,3,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,18,NULL,NULL,NULL,NULL,,
Spoon River College,Canton,IL,3,41,NULL,NULL,861,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,2,6468,NULL,NULL,0.3772,,
Saint Anthony College of Nursing,Rockford,IL,3,12,30,1,210,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,6,NULL,36624,NULL,NULL,,
Educators of Beauty College of Cosmetology-Sterling,Sterling,IL,3,32,NULL,NULL,52,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,-2,NULL,12158,NULL,0.5,,
Southern Illinois University-Carbondale,Carbondale,IL,3,13,NULL,0.9178,8115,20,27,470,590,460,590,0,0,0,0,0,0,0,0,16,16285,NULL,0.4786,NULL,,
Southern Illinois University-Edwardsville,Edwardsville,IL,3,21,NULL,0.8505,9892,21,27,500,610,510,610,0,0,0,0,0,0,0,0,16,14462,NULL,0.5356,NULL,,
Taylor Business Institute,Chicago,IL,3,11,NULL,0.8933,100,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,1,NULL,12062,NULL,0.6271,,
Telshe Yeshiva-Chicago,Chicago,IL,3,11,80,1,82,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,0,8,NULL,5891,0.0556,NULL,,
South Suburban College,South Holland,IL,3,21,NULL,NULL,2335,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,3,4204,NULL,NULL,0.1785,,
Tri-County Beauty Academy,LITCHFIELD,IL,3,32,NULL,NULL,7,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,-2,NULL,10733,NULL,0.5714,,
Trinity Christian College,Palos Heights,IL,3,21,42,0.6366,933,20,26,490,600,490,580,0,0,0,0,0,0,0,0,11,NULL,22135,0.6368,NULL,,
Trinity International University-Illinois,Deerfield,IL,3,21,38,0.8592,522,19,27,450,540,460,560,0,0,0,0,0,0,0,0,10,NULL,21200,0.5276,NULL,,
Triton College,River Grove,IL,3,21,NULL,NULL,6395,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,1,0,4,4816,NULL,NULL,0.2194,,
University of Spa & Cosmetology Arts,Springfield,IL,3,12,NULL,NULL,158,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,-2,NULL,15618,NULL,0.6957,,
VanderCook College of Music,Chicago,IL,3,11,NULL,1,66,15,20,445,570,445,590,0,0,0,0,0,0,0,0,6,NULL,25393,0.72,NULL,,
Waubonsee Community College,Sugar Grove,IL,3,41,NULL,NULL,5603,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,1,0,4,5104,NULL,NULL,0.3359,,
Oak Point University,Oak Brook,IL,3,11,NULL,NULL,671,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,1,1,0,6,NULL,NULL,NULL,NULL,,
Western Illinois University,Macomb,IL,3,33,NULL,0.6696,5854,18,24,450,550,430,540,0,0,0,0,0,0,0,0,14,15305,NULL,0.4616,NULL,,
Wheaton College,Wheaton,IL,3,21,88,0.8695,2228,26,32,610,720,600,730,0,0,0,0,0,0,0,0,11,NULL,25692,0.8762,NULL,,
William Rainey Harper College,Palatine,IL,3,21,NULL,NULL,9757,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,1,1,0,4,7184,NULL,NULL,0.3472,,
Ancilla College,Donaldson,IN,3,42,30,NULL,343,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,1,NULL,21526,NULL,0.2133,,
Anderson University,Anderson,IN,3,13,57,0.665,1198,18,25,470,580,480,580,0,0,0,0,0,0,0,0,11,NULL,23046,0.6404,NULL,,
Ball State University,Muncie,IN,3,13,NULL,0.8705,15171,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,16,14765,NULL,0.6679,NULL,,
Bethel University,Mishawaka,IN,3,13,87,0.9279,1126,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,11,NULL,18542,0.6227,NULL,,
Butler University,Indianapolis,IN,3,11,NULL,0.7569,4404,25,30,580,660,570,660,0,0,0,0,0,0,0,0,14,NULL,39430,0.8235,NULL,,
Calumet College of Saint Joseph,Whiting,IN,3,21,30,NULL,551,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,1,0,6,NULL,12684,0.2787,NULL,,
Christian Theological Seminary,Indianapolis,IN,3,11,61,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,18,NULL,NULL,NULL,NULL,,
College of Court Reporting Inc,Valparaiso,IN,3,21,NULL,NULL,118,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,1,NULL,36240,NULL,0.0326,,
Concordia Theological Seminary,Fort Wayne,IN,3,11,68,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,18,NULL,NULL,NULL,NULL,,
