INSTNM,CITY,STABBR,REGION,LOCALE,RELAFFIL,ADM_RATE,UGDS,ACTCM25,ACTCM75,SATVR25,SATVR75,SATMT25,SATMT75,MENONLY,WOMENONLY,HBCU,ANNHI,TRIBAL,AANAPII,HSI,NANTI,CCSIZSET,NPT4_PUB,NPT4_PRIV,C150_4,C150_L4,,
South Puget Sound Community College,Olympia,WA,8,13,NULL,NULL,3804,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,3,7415,NULL,NULL,0.4025,,
Spokane Community College,Spokane,WA,8,12,NULL,NULL,5216,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,12,5173,NULL,0.2968,NULL,,
Spokane Falls Community College,Spokane,WA,8,12,NULL,NULL,4039,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,12,6108,NULL,0.2562,NULL,,
Stylemaster College of Hair Design,Longview,WA,8,13,NULL,NULL,45,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,-2,NULL,6321,NULL,0.5714,,
Tacoma Community College,Tacoma,WA,8,12,NULL,NULL,5405,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,12,5792,NULL,0.2525,NULL,,
Walla Walla Community College,Walla Walla,WA,8,13,NULL,NULL,1909,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,1,0,3,5986,NULL,0.4188,NULL,,
Walla Walla University,College Place,WA,8,23,95,NULL,1454,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,11,NULL,22823,0.5852,NULL,,
Washington State University,Pullman,WA,8,32,NULL,0.7995,25084,20,26,510,610,510,600,0,0,0,0,0,0,0,0,16,15300,NULL,0.5855,NULL,,
University of Washington-Seattle Campus,Seattle,WA,8,11,NULL,0.5586,31145,27,33,590,700,610,753,0,0,0,0,0,0,0,0,16,12017,NULL,0.82,NULL,,
Wenatchee Valley College,Wenatchee,WA,8,13,NULL,NULL,2408,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,1,0,9,7423,NULL,0.3431,NULL,,
Western Washington University,Bellingham,WA,8,13,NULL,0.9351,14121,22,28,550,650,530,620,0,0,0,0,0,0,0,0,16,17070,NULL,0.6754,NULL,,
Whatcom Community College,Bellingham,WA,8,13,NULL,NULL,1868,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,12,6436,NULL,0.4206,NULL,,
Whitman College,Walla Walla,WA,8,13,NULL,0.5413,1339,29,33,620,710,610,720,0,0,0,0,0,0,0,0,11,NULL,35894,0.8575,NULL,,
Whitworth University,Spokane,WA,8,21,103,0.9101,2359,21,28,520,640,530,630,0,0,0,0,0,0,0,0,11,NULL,24492,0.7704,NULL,,
Yakima Valley College,Yakima,WA,8,13,NULL,NULL,2966,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,1,0,12,7545,NULL,0.2844,NULL,,
Alderson Broaddus University,Philippi,WV,5,32,52,0.5276,756,17,22,430,530,420,520,0,0,0,0,0,0,0,0,8,NULL,20683,0.3179,NULL,,
Appalachian Beauty School,Belfry,KY,5,41,NULL,NULL,54,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,-2,NULL,12722,NULL,0.625,,
Appalachian Bible College,Mount Hope,WV,5,41,54,0.4874,163,16,23,510,580,410,530,0,0,0,0,0,0,0,0,8,NULL,15577,0.4412,NULL,,
B M Spurr School of Practical Nursing,Glen Dale,WV,5,23,NULL,0.625,27,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,-2,NULL,5583,NULL,1,,
Ben Franklin Career Center,Dunbar,WV,5,22,NULL,NULL,29,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,-2,11758,NULL,NULL,0.7436,,
Bethany College,Bethany,WV,5,41,61,0.9184,564,16,22,430,550,420,540,0,0,0,0,0,0,0,0,8,NULL,10030,0.435,NULL,,
Bluefield State College,Bluefield,WV,5,32,NULL,0.9003,1231,17,22,430,550,420,520,0,0,1,0,0,0,0,0,9,10961,NULL,0.3178,NULL,,
Cabell County Career Technology Center,Huntington,WV,5,22,NULL,NULL,108,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,-2,3111,NULL,NULL,0.9091,,
Charleston School of Beauty Culture,Charleston,WV,5,13,NULL,NULL,62,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,-2,NULL,10344,NULL,0.629,,
University of Charleston,Charleston,WV,5,13,NULL,0.6148,2075,19,23,515,615,470,545,0,0,0,0,0,0,0,0,10,NULL,23381,0.4639,NULL,,
Clarksburg Beauty Academy and School of Massage Therapy,Clarksburg,WV,5,32,NULL,NULL,47,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,-2,NULL,8479,NULL,0.2973,,
Concord University,Athens,WV,5,32,NULL,0.914,1452,17,22,410,550,380,520,0,0,0,0,0,0,0,0,11,8477,NULL,0.3765,NULL,,
Davis & Elkins College,Elkins,WV,5,33,66,0.6905,702,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,8,NULL,18230,0.4785,NULL,,
Fairmont State University,Fairmont,WV,5,32,NULL,0.9434,3298,18,22,460,570,440,540,0,0,0,0,0,0,0,0,13,11326,NULL,0.3524,NULL,,
Glenville State University,Glenville,WV,5,33,NULL,NULL,1227,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,10,16043,NULL,0.3226,NULL,,
Huntington Junior College,Huntington,WV,5,13,NULL,NULL,212,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,1,NULL,9972,NULL,0.1458,,
James Rumsey Technical Institute,Martinsburg,WV,5,22,NULL,NULL,107,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,-2,NULL,NULL,NULL,0.8141,,
Ralph R Willis Career and Technical Center,Stollings,WV,5,41,NULL,NULL,24,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,-2,1765,NULL,NULL,0.7647,,
Marshall University,Huntington,WV,5,13,NULL,0.8925,7595,19,25,480,590,460,555,0,0,0,0,0,0,0,0,16,8351,NULL,0.5033,NULL,,
Mercer County Technical Education Center,Princeton,WV,5,32,NULL,0.8197,87,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,-2,2716,NULL,NULL,0.9545,,
Meredith Manor International Equestrian Center,Waverly,WV,5,42,NULL,NULL,48,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,-2,NULL,23701,NULL,0.7083,,
Monongalia County Technical Education Center,Morgantown,WV,5,13,NULL,0.7879,79,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,-2,NULL,NULL,NULL,0.7333,,
Morgantown Beauty College Inc,Morgantown,WV,5,13,NULL,NULL,69,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,-2,NULL,9673,NULL,0.8,,
Mountain State College,Parkersburg,WV,5,13,NULL,NULL,23,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,1,NULL,14154,NULL,0.8,,
Ohio Valley University,Vienna,WV,5,13,74,0.9481,235,18,23,440,550,430,540,0,0,0,0,0,0,0,0,8,NULL,16949,0.25,NULL,,
West Virginia University at Parkersburg,Parkersburg,WV,5,23,NULL,NULL,1760,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,9,8999,NULL,0.3519,NULL,,
Potomac State College of West Virginia University,Keyser,WV,5,32,NULL,NULL,1008,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,11,8622,NULL,0.2358,NULL,,
Academy of Careers and Technology,Beckley,WV,5,13,NULL,NULL,180,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,-2,4231,NULL,NULL,0.7143,,
Salem University,Salem,WV,5,42,NULL,NULL,809,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,10,NULL,21492,0.3197,NULL,,
Shepherd University,Shepherdstown,WV,5,31,NULL,0.977,2479,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,13,10983,NULL,0.4558,NULL,,
Southern West Virginia Community and Technical College,Mount Gay,WV,5,32,NULL,NULL,1338,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,2,5380,NULL,NULL,0.2124,,
Fred W Eberle Technical Center,Buckhannon,WV,5,33,NULL,NULL,76,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,-2,5333,NULL,NULL,1,,
West Virginia School of Osteopathic Medicine,Lewisburg,WV,5,32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,18,NULL,NULL,NULL,NULL,,
West Virginia State University,Institute,WV,5,22,NULL,0.885,1716,17,22,450,560,420,530,0,0,1,0,0,0,0,0,9,16118,NULL,0.301,NULL,,
West Virginia University Hospital Departments of Rad Tech and Nutrition,Morgantown,WV,5,13,NULL,NULL,57,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,-2,NULL,NULL,NULL,NULL,,
West Liberty University,West Liberty,WV,5,41,NULL,0.6844,1868,17,23,460,580,440,540,0,0,0,0,0,0,0,0,11,14911,NULL,0.5299,NULL,,
West Virginia University Institute of Technology,Beckley,WV,5,13,NULL,0.5512,1168,18,23,460,570,440,560,0,0,0,0,0,0,0,0,10,10095,NULL,0.2769,NULL,,
West Virginia Wesleyan College,Buckhannon,WV,5,33,71,0.6572,977,18,24,450,550,430,540,0,0,0,0,0,0,0,0,11,NULL,21113,0.5518,NULL,,
West Virginia Junior College-Charleston,Cross Lanes,WV,5,22,NULL,NULL,218,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,1,NULL,14348,NULL,0.3611,,
West Virginia Junior College-Morgantown,Morgantown,WV,5,13,NULL,NULL,622,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,1,NULL,16671,NULL,0.5904,,
International Beauty School 4,Martinsburg,WV,5,13,NULL,NULL,85,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,-2,NULL,16048,NULL,0.7391,,
West Virginia Northern Community College,Wheeling,WV,5,13,NULL,NULL,954,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,2,4124,NULL,NULL,0.2419,,
West Virginia University,Morgantown,WV,5,13,NULL,0.8389,19669,21,27,520,620,510,610,0,0,0,0,0,0,0,0,15,13355,NULL,0.6183,NULL,,
Wheeling University,Wheeling,WV,5,13,30,0.7682,582,17,23,450,550,440,540,0,0,0,0,0,0,0,0,8,NULL,30815,0.4167,NULL,,
Wood County School of Practical Nursing,Parkersburg,WV,5,13,NULL,NULL,28,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,-2,1056,NULL,NULL,0.5,,
VICI Beauty School,Greenfield,WI,3,21,NULL,NULL,113,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,-2,NULL,9268,NULL,0.6957,,
Alverno College,Milwaukee,WI,3,11,30,0.7823,1015,NULL,NULL,NULL,NULL,NULL,NULL,0,1,0,0,0,0,1,0,9,NULL,19437,0.4316,NULL,,
Madison Area Technical College,Madison,WI,3,11,NULL,NULL,9500,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,12,10053,NULL,0.2418,NULL,,
Bellin College,Green Bay,WI,3,41,NULL,0.9571,383,21,24,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,6,NULL,24804,0.6522,NULL,,
Beloit College,Beloit,WI,3,13,NULL,0.5834,924,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,11,NULL,12246,0.7759,NULL,,
Blackhawk Technical College,Janesville,WI,3,23,NULL,NULL,2075,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,2,8105,NULL,NULL,0.3253,,
Cardinal Stritch University,Milwaukee,WI,3,21,30,0.769,782,17,23,505,565,470,535,0,0,0,0,0,0,0,0,10,NULL,18483,0.5348,NULL,,
Carroll University,Waukesha,WI,3,13,66,0.7177,2878,21,26,530,610,520,623,0,0,0,0,0,0,0,0,14,NULL,22987,0.7015,NULL,,
Carthage College,Kenosha,WI,3,22,39,0.7663,2620,20,27,500,610,500,620,0,0,0,0,0,0,0,0,11,NULL,27274,0.6236,NULL,,
Columbia College of Nursing,Glendale,WI,3,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,6,NULL,NULL,1,NULL,,
Concordia University-Wisconsin,Mequon,WI,3,21,68,0.7053,2744,20,26,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,13,NULL,22996,0.6094,NULL,,
Edgewood College,Madison,WI,3,11,30,0.912,1339,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,10,NULL,25261,0.6505,NULL,,
Fox Valley Technical College,Appleton,WI,3,22,NULL,NULL,6029,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,4,12207,NULL,NULL,0.5451,,
Gateway Technical College,Kenosha,WI,3,22,NULL,NULL,4847,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,3,8487,NULL,NULL,0.3161,,
The Professional Hair Design Academy,Eau Claire,WI,3,22,NULL,NULL,31,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,-2,NULL,15454,NULL,1,,
Lakeland University,Plymouth,WI,3,41,76,0.9247,1594,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,9,NULL,23026,0.4601,NULL,,
Lakeshore Technical College,Cleveland,WI,3,42,NULL,NULL,1908,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,2,8545,NULL,NULL,0.511,,
Lawrence University,Appleton,WI,3,13,NULL,0.6892,1419,26,32,600,700,590,710,0,0,0,0,0,0,0,0,11,NULL,22452,0.7863,NULL,,
Maranatha Baptist University,Watertown,WI,3,31,54,0.805,589,20,28,520,680,610,640,0,0,0,0,0,0,0,0,8,NULL,19788,0.5556,NULL,,
Marian University,Fond Du Lac,WI,3,13,30,0.6767,1284,17,22,450,560,420,560,0,0,0,0,0,0,0,0,10,NULL,21771,0.4839,NULL,,
Marquette University,Milwaukee,WI,3,11,30,0.8249,7828,25,30,580,660,580,680,0,0,0,0,0,0,0,0,17,NULL,30380,0.8356,NULL,,
Medical College of Wisconsin,Milwaukee,WI,3,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,18,NULL,NULL,NULL,NULL,,
Mid-State Technical College,Wisconsin Rapids,WI,3,41,NULL,NULL,2211,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,2,9653,NULL,NULL,0.3867,,
Milwaukee Area Technical College,Milwaukee,WI,3,11,NULL,NULL,11903,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,4,8721,NULL,NULL,0.1562,,
Milwaukee Institute of Art & Design,Milwaukee,WI,3,11,NULL,0.6195,924,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,7,NULL,26046,0.5139,NULL,,
Milwaukee School of Engineering,Milwaukee,WI,3,11,NULL,0.6009,2492,25,30,580,670,600,700,0,0,0,0,0,0,0,0,11,NULL,24428,0.6953,NULL,,
Moraine Park Technical College,Fond du Lac,WI,3,13,NULL,NULL,2420,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,3,9464,NULL,NULL,0.5362,,
Mount Mary University,Milwaukee,WI,3,11,30,0.5301,621,16,20,470,620,455,540,0,1,0,0,0,0,1,0,10,NULL,20985,0.513,NULL,,
Nashotah House,Nashotah,WI,3,21,79,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,18,NULL,NULL,NULL,NULL,,
Nicolet Area Technical College,Rhinelander,WI,3,41,NULL,NULL,885,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,2,7495,NULL,NULL,0.4961,,
Northcentral Technical College,Wausau,WI,3,13,NULL,NULL,3268,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,3,10490,NULL,NULL,0.3566,,
Northeast Wisconsin Technical College,Green Bay,WI,3,12,NULL,NULL,6949,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,4,10962,NULL,NULL,0.4338,,
Northland College,Ashland,WI,3,33,76,0.643,553,20,26,510,600,508,583,0,0,0,0,0,0,0,0,8,NULL,19936,0.56,NULL,,
Ripon College,Ripon,WI,3,32,NULL,0.7406,796,18,25,480,590,490,580,0,0,0,0,0,0,0,0,8,NULL,20741,0.673,NULL,,
Sacred Heart Seminary and School of Theology,Franklin,WI,3,21,30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,0,18,NULL,NULL,NULL,NULL,,
Saint Norbert College,De Pere,WI,3,22,30,0.8425,1859,22,28,500,610,520,610,0,0,0,0,0,0,0,0,11,NULL,26612,0.7257,NULL,,
State College of Beauty Culture Inc,Wausau,WI,3,13,NULL,NULL,34,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,-2,NULL,13639,NULL,0.8182,,
Southwest Wisconsin Technical College,Fennimore,WI,3,42,NULL,NULL,1494,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,2,9994,NULL,NULL,0.55,,
Viterbo University,La Crosse,WI,3,13,30,0.7925,1723,20,25,520,600,480,570,0,0,0,0,0,0,0,0,10,NULL,20201,0.6413,NULL,,
Chippewa Valley Technical College,Eau Claire,WI,3,13,NULL,NULL,4175,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,3,11115,NULL,NULL,0.4736,,
Waukesha County Technical College,Pewaukee,WI,3,21,NULL,NULL,4564,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,3,9749,NULL,NULL,0.3956,,
Western Technical College,La Crosse,WI,3,13,NULL,NULL,3955,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,3,10279,NULL,NULL,0.4915,,
University of Wisconsin-Whitewater,Whitewater,WI,3,32,NULL,0.7992,9900,19,24,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,16,14417,NULL,0.6198,NULL,,
Northwood Technical College,Shell Lake,WI,3,42,NULL,NULL,2226,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,2,10003,NULL,NULL,0.6311,,
Wisconsin School of Professional Psychology,Milwaukee,WI,3,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,18,NULL,NULL,NULL,NULL,,
University of Wisconsin-Eau Claire,Eau Claire,WI,3,13,NULL,0.8436,10093,21,26,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,16,16051,NULL,0.646,NULL,,
University of Wisconsin-Green Bay,Green Bay,WI,3,12,NULL,0.8982,6657,18,24,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,13,13092,NULL,0.5661,NULL,,
University of Wisconsin-La Crosse,La Crosse,WI,3,13,NULL,0.7515,9375,22,26,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,13,14654,NULL,0.7093,NULL,,
Wisconsin Lutheran College,Milwaukee,WI,3,11,33,0.9562,983,21,27,490,590,500,600,0,0,0,0,0,0,0,0,8,NULL,20927,0.6409,NULL,,
University of Wisconsin-Oshkosh,Oshkosh,WI,3,13,NULL,0.7858,9147,19,24,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,16,14687,NULL,0.5551,NULL,,
University of Wisconsin-Parkside,Kenosha,WI,3,22,NULL,0.6631,3612,17,23,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,12,11082,NULL,0.3865,NULL,,
Herzing University-Madison,Madison,WI,3,11,NULL,0.9191,1642,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,9,NULL,23684,0.4155,NULL,,
University of Wisconsin-Stout,Menomonie,WI,3,32,NULL,0.901,6788,20,25,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,13,15589,NULL,0.6001,NULL,,
University of Wisconsin-Superior,Superior,WI,3,22,NULL,0.8613,2040,18,24,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,10,14084,NULL,0.4325,NULL,,
University of Wisconsin-Madison,Madison,WI,3,11,NULL,0.5725,31651,27,32,610,690,650,770,0,0,0,0,0,0,0,0,16,17234,NULL,0.8835,NULL,,
University of Wisconsin-Milwaukee,Milwaukee,WI,3,11,NULL,0.7869,18910,19,24,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,15,17486,NULL,0.4564,NULL,,
University of Wisconsin-Platteville,Platteville,WI,3,32,NULL,0.8148,6757,20,26,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,13,14565,NULL,0.5618,NULL,,
University of Wisconsin-River Falls,River Falls,WI,3,32,NULL,0.7685,5238,19,25,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,13,13844,NULL,0.5832,NULL,,
University of Wisconsin-Stevens Point,Stevens Point,WI,3,32,NULL,0.8654,7258,19,24,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,13,13346,NULL,0.5886,NULL,,
Casper College,Casper,WY,7,13,NULL,NULL,2361,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,3,7044,NULL,NULL,0.3966,,
Central Wyoming College,Riverton,WY,7,33,NULL,NULL,1021,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,1,2,8682,NULL,0.3302,NULL,,
Eastern Wyoming College,Torrington,WY,7,33,NULL,NULL,569,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,2,6068,NULL,NULL,0.3966,,
Laramie County Community College,Cheyenne,WY,7,23,NULL,NULL,2514,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,3,6022,NULL,0.268,NULL,,
Northwest College,Powell,WY,7,33,NULL,NULL,953,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,2,7427,NULL,NULL,0.4375,,
Northern Wyoming Community College District,Sheridan,WY,7,33,NULL,NULL,1812,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,3,10751,NULL,NULL,0.4215,,
Western Wyoming Community College,Rock Springs,WY,7,33,NULL,NULL,1480,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,2,9347,NULL,NULL,0.34,,
Cheeks Beauty Academy,Cheyenne,WY,7,13,NULL,NULL,14,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,-2,NULL,9045,NULL,0.7917,,
WyoTech,Laramie,WY,7,33,NULL,NULL,585,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,1,NULL,20786,NULL,0.6746,,
University of Wyoming,Laramie,WY,7,33,NULL,0.9423,9140,21,28,520,620,520,620,0,0,0,0,0,0,0,0,16,11085,NULL,0.5916,NULL,,
American Samoa Community College,Pago Pago,AS,9,33,NULL,NULL,1078,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,1,0,0,6,2590,NULL,0.4766,NULL,,
Guam Community College,Mangilao,GU,9,33,NULL,NULL,1468,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,1,0,0,2,8923,NULL,0.1821,NULL,,
University of Guam,Mangilao,GU,9,33,NULL,NULL,3096,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,1,0,0,12,7995,NULL,0.3757,NULL,,
Northern Marianas College,Saipan,MP,9,33,NULL,NULL,1230,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,1,0,0,9,2021,NULL,0.2591,NULL,,
Institute of Beauty Careers,Arecibo,PR,9,13,NULL,NULL,157,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,-2,NULL,3848,NULL,0.619,,
Educational Technical College-Recinto de Bayamon,BAYAMON,PR,9,12,NULL,NULL,99,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,-2,NULL,5680,NULL,0.4752,,
American University of Puerto Rico,Bayamon,PR,9,12,NULL,NULL,278,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,1,0,6,NULL,9971,0.1884,NULL,,
American University of Puerto Rico,Manati,PR,9,21,NULL,NULL,343,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,1,0,6,NULL,9801,0.2022,NULL,,
American Educational College,Bayamon,PR,9,12,NULL,NULL,288,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,-2,NULL,6904,NULL,0.4745,,
Antilles School of Technical Careers,San Juan,PR,9,11,NULL,NULL,432,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,-2,NULL,2687,NULL,0.75,,
Universidad Adventista de las Antillas,Mayaguez,PR,9,22,95,1,944,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,1,0,10,NULL,8007,0.4737,NULL,,
Atlantic University College,Guaynabo,PR,9,13,NULL,NULL,1489,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,1,0,9,NULL,3706,0.3708,NULL,,
Universidad Central de Bayamon,Bayamón,PR,9,12,30,0.8797,914,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,1,0,9,NULL,5732,0.2386,NULL,,
Columbia Central University-Caguas,Caguas,PR,9,13,NULL,NULL,682,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,6,NULL,3490,0.4884,NULL,,
Albizu University-San Juan,San Juan,PR,9,11,NULL,0.8,652,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,1,0,9,NULL,12262,NULL,NULL,,
Caribbean University-Bayamon,Bayamon,PR,9,12,NULL,NULL,636,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,1,0,9,NULL,2987,0.2509,NULL,,
Caribbean University-Carolina,Carolina,PR,9,21,NULL,NULL,188,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,1,0,6,NULL,2970,0.3333,NULL,,
Pontifical Catholic University of Puerto Rico-Arecibo,Arecibo,PR,9,23,30,0.9799,404,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,1,0,6,NULL,9689,0.4405,NULL,,
Pontifical Catholic University of Puerto Rico-Ponce,Ponce,PR,9,12,30,0.912,4823,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,1,0,12,NULL,10167,0.4545,NULL,,
CEM College-San Juan,San Juan,PR,9,11,NULL,NULL,277,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,6,NULL,6989,0.528,NULL,,
Universidad Teologica del Caribe,Trujillo Alto,PR,9,21,57,NULL,338,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,1,0,6,NULL,7430,0,NULL,,
Colegio Universitario de San Juan,San Juan,PR,9,11,NULL,0.875,840,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,1,0,9,462,NULL,0.2455,NULL,,
